"variable" "activity" "subject" "avgresults"
"fBodyBodyAccJerkMag.mean.." "LAYING" 30 -0.969949269571429
"fBodyBodyAccJerkMag.mean.." "SITTING" 1 -0.985262126808511
"fBodyBodyAccJerkMag.mean.." "SITTING" 2 -0.983874698913043
"fBodyBodyAccJerkMag.mean.." "SITTING" 3 -0.965888891730769
"fBodyBodyAccJerkMag.mean.." "SITTING" 4 -0.9625007338
"fBodyBodyAccJerkMag.mean.." "SITTING" 5 -0.964440302272727
"fBodyBodyAccJerkMag.mean.." "SITTING" 6 -0.948348653636364
"fBodyBodyAccJerkMag.mean.." "SITTING" 7 -0.970954184166667
"fBodyBodyAccJerkMag.mean.." "SITTING" 8 -0.980932292391304
"fBodyBodyAccJerkMag.mean.." "SITTING" 9 -0.9530504408
"fBodyBodyAccJerkMag.mean.." "SITTING" 10 -0.985900801111111
"fBodyBodyAccJerkMag.mean.." "SITTING" 11 -0.975315331509434
"fBodyBodyAccJerkMag.mean.." "SITTING" 12 -0.971715268627451
"fBodyBodyAccJerkMag.mean.." "SITTING" 13 -0.988348535306122
"fBodyBodyAccJerkMag.mean.." "SITTING" 14 -0.972985342962963
"fBodyBodyAccJerkMag.mean.." "SITTING" 15 -0.984689437118644
"fBodyBodyAccJerkMag.mean.." "SITTING" 16 -0.983968635942029
"fBodyBodyAccJerkMag.mean.." "SITTING" 17 -0.99142725046875
"fBodyBodyAccJerkMag.mean.." "SITTING" 18 -0.990407075964912
"fBodyBodyAccJerkMag.mean.." "SITTING" 19 -0.983751646712329
"fBodyBodyAccJerkMag.mean.." "SITTING" 20 -0.971730462575758
"fBodyBodyAccJerkMag.mean.." "SITTING" 21 -0.985342358705882
"fBodyBodyAccJerkMag.mean.." "SITTING" 22 -0.968908297096774
"fBodyBodyAccJerkMag.mean.." "SITTING" 23 -0.974121466764706
"fBodyBodyAccJerkMag.mean.." "SITTING" 24 -0.984469962941177
"fBodyBodyAccJerkMag.mean.." "SITTING" 25 -0.987941825538462
"fBodyBodyAccJerkMag.mean.." "SITTING" 26 -0.989481942820513
"fBodyBodyAccJerkMag.mean.." "SITTING" 27 -0.988773269428571
"fBodyBodyAccJerkMag.mean.." "SITTING" 28 -0.969178686666667
"fBodyBodyAccJerkMag.mean.." "SITTING" 29 -0.990093703833333
"fBodyBodyAccJerkMag.mean.." "SITTING" 30 -0.985826330967742
"fBodyBodyAccJerkMag.mean.." "STANDING" 1 -0.99254247754717
"fBodyBodyAccJerkMag.mean.." "STANDING" 2 -0.977065295555556
"fBodyBodyAccJerkMag.mean.." "STANDING" 3 -0.948627467704918
"fBodyBodyAccJerkMag.mean.." "STANDING" 4 -0.956139283571429
"fBodyBodyAccJerkMag.mean.." "STANDING" 5 -0.941825903035714
"fBodyBodyAccJerkMag.mean.." "STANDING" 6 -0.955914005438597
"fBodyBodyAccJerkMag.mean.." "STANDING" 7 -0.967417888301887
"fBodyBodyAccJerkMag.mean.." "STANDING" 8 -0.979745872037037
"fBodyBodyAccJerkMag.mean.." "STANDING" 9 -0.963242884
"fBodyBodyAccJerkMag.mean.." "STANDING" 10 -0.951633690454545
"fBodyBodyAccJerkMag.mean.." "STANDING" 11 -0.988636595319149
"fBodyBodyAccJerkMag.mean.." "STANDING" 12 -0.960859009508197
"fBodyBodyAccJerkMag.mean.." "STANDING" 13 -0.981977536491228
"fBodyBodyAccJerkMag.mean.." "STANDING" 14 -0.970214125833333
"fBodyBodyAccJerkMag.mean.." "STANDING" 15 -0.979078785660377
"fBodyBodyAccJerkMag.mean.." "STANDING" 16 -0.986502687948718
"fBodyBodyAccJerkMag.mean.." "STANDING" 17 -0.990162798846154
"fBodyBodyAccJerkMag.mean.." "STANDING" 18 -0.984987073150685
"fBodyBodyAccJerkMag.mean.." "STANDING" 19 -0.979135412739726
"fBodyBodyAccJerkMag.mean.." "STANDING" 20 -0.940007897123288
"fBodyBodyAccJerkMag.mean.." "STANDING" 21 -0.970634296404494
"fBodyBodyAccJerkMag.mean.." "STANDING" 22 -0.959743877936508
"fBodyBodyAccJerkMag.mean.." "STANDING" 23 -0.973798155735294
"fBodyBodyAccJerkMag.mean.." "STANDING" 24 -0.972251355217391
"fBodyBodyAccJerkMag.mean.." "STANDING" 25 -0.982294170810811
"fBodyBodyAccJerkMag.mean.." "STANDING" 26 -0.98287688945946
"fBodyBodyAccJerkMag.mean.." "STANDING" 27 -0.984151646
"fBodyBodyAccJerkMag.mean.." "STANDING" 28 -0.952727765189873
"fBodyBodyAccJerkMag.mean.." "STANDING" 29 -0.989793892615385
"fBodyBodyAccJerkMag.mean.." "STANDING" 30 -0.953357615932203
"fBodyBodyAccJerkMag.mean.." "WALKING" 1 -0.0571194000343158
"fBodyBodyAccJerkMag.mean.." "WALKING" 2 -0.169064352813559
"fBodyBodyAccJerkMag.mean.." "WALKING" 3 -0.186764516965517
"fBodyBodyAccJerkMag.mean.." "WALKING" 4 -0.318587811
"fBodyBodyAccJerkMag.mean.." "WALKING" 5 -0.269481661080357
"fBodyBodyAccJerkMag.mean.." "WALKING" 6 -0.055401423331579
"fBodyBodyAccJerkMag.mean.." "WALKING" 7 -0.0384187298547368
"fBodyBodyAccJerkMag.mean.." "WALKING" 8 -0.123834409766667
"fBodyBodyAccJerkMag.mean.." "WALKING" 9 -0.316870715576923
"fBodyBodyAccJerkMag.mean.." "WALKING" 10 0.0205189516981132
"fBodyBodyAccJerkMag.mean.." "WALKING" 11 -0.395116134237288
"fBodyBodyAccJerkMag.mean.." "WALKING" 12 -0.029912425338
"fBodyBodyAccJerkMag.mean.." "WALKING" 13 -0.15211150075614
"fBodyBodyAccJerkMag.mean.." "WALKING" 14 -0.431591453389831
"fBodyBodyAccJerkMag.mean.." "WALKING" 15 -0.289753952407407
"fBodyBodyAccJerkMag.mean.." "WALKING" 16 -0.378278490588235
"fBodyBodyAccJerkMag.mean.." "WALKING" 17 -0.335938891803279
"fBodyBodyAccJerkMag.mean.." "WALKING" 18 -0.41403775125
"fBodyBodyAccJerkMag.mean.." "WALKING" 19 0.0730179928688462
"fBodyBodyAccJerkMag.mean.." "WALKING" 20 0.0545269493972549
"fBodyBodyAccJerkMag.mean.." "WALKING" 21 -0.144009889665385
"fBodyBodyAccJerkMag.mean.." "WALKING" 22 0.0659727285
"fBodyBodyAccJerkMag.mean.." "WALKING" 23 -0.0180705701559322
"fBodyBodyAccJerkMag.mean.." "WALKING" 24 -0.418641046896552
"fBodyBodyAccJerkMag.mean.." "WALKING" 25 -0.564591342162162
"fBodyBodyAccJerkMag.mean.." "WALKING" 26 -0.293358341186441
"fBodyBodyAccJerkMag.mean.." "WALKING" 27 -0.259934013157895
"fBodyBodyAccJerkMag.mean.." "WALKING" 28 -0.360811456296296
"fBodyBodyAccJerkMag.mean.." "WALKING" 29 -0.108978206490566
"fBodyBodyAccJerkMag.mean.." "WALKING" 30 -0.347180134692308
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 1 0.0262184949326531
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 2 0.222247409576596
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 3 -0.049477977322449
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 4 -0.175295286557778
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 5 0.00918394264170213
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 6 0.243834258785417
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 7 0.067389886106383
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 8 0.331528459921053
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 9 0.00716877883571429
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 10 0.156978047052632
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 11 -0.097454996626087
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 12 0.0769968373
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 13 -0.0282156656914894
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 14 0.186223478065556
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 15 0.158413334683333
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 16 -0.0745659082223404
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 17 -0.188680399771739
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 18 -0.3833987134
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 19 0.538404846128205
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 20 0.0137917152644444
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 21 0.112442619741778
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 22 0.0224783539805556
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 23 0.335009724333333
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 24 -0.200830137109091
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 25 -0.471642111551724
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 26 -0.15317202912
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 27 0.010857564025
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 28 -0.0128823827326087
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 29 0.000448896304791667
"fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 30 -0.125961400367742
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 1 -0.44265216245283
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 2 -0.189511136902083
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 3 -0.412920898474576
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 4 -0.397406285
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 5 -0.264674938957447
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 6 -0.169868234496078
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 7 -0.45478324745098
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 8 -0.131850567460976
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 9 -0.419533108571429
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 10 -0.153553147382979
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 11 -0.475928501666667
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 12 -0.3208844625
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 13 -0.425100006545455
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 14 -0.288744334092593
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 15 -0.261956679958333
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 16 -0.475597717843137
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 17 -0.360299853125
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 18 -0.574481396551724
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 19 -0.187391317015
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 20 -0.215014031556863
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 21 -0.355443706553191
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 22 -0.0458020362119048
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 23 -0.302968064764706
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 24 -0.429800778813559
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 25 -0.654795110615385
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 26 -0.294970470909091
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 27 -0.460770277843137
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 28 -0.294433415745098
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 29 -0.239108046693878
"fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" 30 -0.549784890615385
"fBodyBodyAccJerkMag.std.." "LAYING" 1 -0.9218039756
"fBodyBodyAccJerkMag.std.." "LAYING" 2 -0.984568489166667
"fBodyBodyAccJerkMag.std.." "LAYING" 3 -0.975305377903226
"fBodyBodyAccJerkMag.std.." "LAYING" 4 -0.958037119259259
"fBodyBodyAccJerkMag.std.." "LAYING" 5 -0.976381934807692
"fBodyBodyAccJerkMag.std.." "LAYING" 6 -0.951552664035088
"fBodyBodyAccJerkMag.std.." "LAYING" 7 -0.965359228076923
"fBodyBodyAccJerkMag.std.." "LAYING" 8 -0.963791094259259
"fBodyBodyAccJerkMag.std.." "LAYING" 9 -0.9550947122
"fBodyBodyAccJerkMag.std.." "LAYING" 10 -0.965377553448276
"fBodyBodyAccJerkMag.std.." "LAYING" 11 -0.975126531403509
"fBodyBodyAccJerkMag.std.." "LAYING" 12 -0.961653004
"fBodyBodyAccJerkMag.std.." "LAYING" 13 -0.978044349516129
"fBodyBodyAccJerkMag.std.." "LAYING" 14 -0.963607433921569
"fBodyBodyAccJerkMag.std.." "LAYING" 15 -0.972530077916667
"fBodyBodyAccJerkMag.std.." "LAYING" 16 -0.98724716
"fBodyBodyAccJerkMag.std.." "LAYING" 17 -0.979657231408451
"fBodyBodyAccJerkMag.std.." "LAYING" 18 -0.989710656769231
"fBodyBodyAccJerkMag.std.." "LAYING" 19 -0.979452188433735
"fBodyBodyAccJerkMag.std.." "LAYING" 20 -0.979565196911765
"fBodyBodyAccJerkMag.std.." "LAYING" 21 -0.977604878888889
"fBodyBodyAccJerkMag.std.." "LAYING" 22 -0.955635614444444
"fBodyBodyAccJerkMag.std.." "LAYING" 23 -0.986540200694444
"fBodyBodyAccJerkMag.std.." "LAYING" 24 -0.98328511625
"fBodyBodyAccJerkMag.std.." "LAYING" 25 -0.963601212876712
"fBodyBodyAccJerkMag.std.." "LAYING" 26 -0.987901463289474
"fBodyBodyAccJerkMag.std.." "LAYING" 27 -0.988174859594595
"fBodyBodyAccJerkMag.std.." "LAYING" 28 -0.972336128625
"fBodyBodyAccJerkMag.std.." "LAYING" 29 -0.994366667681159
"fBodyBodyAccJerkMag.std.." "LAYING" 30 -0.968087778
"fBodyBodyAccJerkMag.std.." "SITTING" 1 -0.981606177446808
"fBodyBodyAccJerkMag.std.." "SITTING" 2 -0.984124185869565
"fBodyBodyAccJerkMag.std.." "SITTING" 3 -0.966568852884615
"fBodyBodyAccJerkMag.std.." "SITTING" 4 -0.9615845194
"fBodyBodyAccJerkMag.std.." "SITTING" 5 -0.966545323409091
"fBodyBodyAccJerkMag.std.." "SITTING" 6 -0.947304700363636
"fBodyBodyAccJerkMag.std.." "SITTING" 7 -0.9684948675
"fBodyBodyAccJerkMag.std.." "SITTING" 8 -0.97932021173913
"fBodyBodyAccJerkMag.std.." "SITTING" 9 -0.9493949814
"fBodyBodyAccJerkMag.std.." "SITTING" 10 -0.983266741481482
"fBodyBodyAccJerkMag.std.." "SITTING" 11 -0.972289134150943
"fBodyBodyAccJerkMag.std.." "SITTING" 12 -0.972951443333333
"fBodyBodyAccJerkMag.std.." "SITTING" 13 -0.988332303469388
"fBodyBodyAccJerkMag.std.." "SITTING" 14 -0.972959409444444
"fBodyBodyAccJerkMag.std.." "SITTING" 15 -0.983276251694915
"fBodyBodyAccJerkMag.std.." "SITTING" 16 -0.982190554782609
"fBodyBodyAccJerkMag.std.." "SITTING" 17 -0.99031962640625
"fBodyBodyAccJerkMag.std.." "SITTING" 18 -0.991044297894737
"fBodyBodyAccJerkMag.std.." "SITTING" 19 -0.983687272739726
"fBodyBodyAccJerkMag.std.." "SITTING" 20 -0.972597744242424
"fBodyBodyAccJerkMag.std.." "SITTING" 21 -0.986991549529412
"fBodyBodyAccJerkMag.std.." "SITTING" 22 -0.967026275967742
"fBodyBodyAccJerkMag.std.." "SITTING" 23 -0.972117016617647
"fBodyBodyAccJerkMag.std.." "SITTING" 24 -0.98561372
"fBodyBodyAccJerkMag.std.." "SITTING" 25 -0.987618801076923
"fBodyBodyAccJerkMag.std.." "SITTING" 26 -0.989521272820513
"fBodyBodyAccJerkMag.std.." "SITTING" 27 -0.988531651142857
"fBodyBodyAccJerkMag.std.." "SITTING" 28 -0.970823336388889
"fBodyBodyAccJerkMag.std.." "SITTING" 29 -0.989822909333333
"fBodyBodyAccJerkMag.std.." "SITTING" 30 -0.985294959032258
"fBodyBodyAccJerkMag.std.." "STANDING" 1 -0.992536003396226
"fBodyBodyAccJerkMag.std.." "STANDING" 2 -0.97516046
"fBodyBodyAccJerkMag.std.." "STANDING" 3 -0.94820681442623
"fBodyBodyAccJerkMag.std.." "STANDING" 4 -0.96003249875
"fBodyBodyAccJerkMag.std.." "STANDING" 5 -0.943601960178571
"fBodyBodyAccJerkMag.std.." "STANDING" 6 -0.95538157877193
"fBodyBodyAccJerkMag.std.." "STANDING" 7 -0.969092161886792
"fBodyBodyAccJerkMag.std.." "STANDING" 8 -0.979135440925926
"fBodyBodyAccJerkMag.std.." "STANDING" 9 -0.963593159555556
"fBodyBodyAccJerkMag.std.." "STANDING" 10 -0.952105964545455
"fBodyBodyAccJerkMag.std.." "STANDING" 11 -0.98802123106383
"fBodyBodyAccJerkMag.std.." "STANDING" 12 -0.964145595245902
"fBodyBodyAccJerkMag.std.." "STANDING" 13 -0.980621262631579
"fBodyBodyAccJerkMag.std.." "STANDING" 14 -0.969677515666667
"fBodyBodyAccJerkMag.std.." "STANDING" 15 -0.980184086603774
"fBodyBodyAccJerkMag.std.." "STANDING" 16 -0.985912716923077
"fBodyBodyAccJerkMag.std.." "STANDING" 17 -0.989472086666667
"fBodyBodyAccJerkMag.std.." "STANDING" 18 -0.986277356712329
"fBodyBodyAccJerkMag.std.." "STANDING" 19 -0.979179149452055
"fBodyBodyAccJerkMag.std.." "STANDING" 20 -0.936025033013699
"fBodyBodyAccJerkMag.std.." "STANDING" 21 -0.97192611741573
"fBodyBodyAccJerkMag.std.." "STANDING" 22 -0.95665395968254
"fBodyBodyAccJerkMag.std.." "STANDING" 23 -0.9750536875
"fBodyBodyAccJerkMag.std.." "STANDING" 24 -0.973195509565217
"fBodyBodyAccJerkMag.std.." "STANDING" 25 -0.982083315
"fBodyBodyAccJerkMag.std.." "STANDING" 26 -0.981129312702703
"fBodyBodyAccJerkMag.std.." "STANDING" 27 -0.983022277625
"fBodyBodyAccJerkMag.std.." "STANDING" 28 -0.954963155316456
"fBodyBodyAccJerkMag.std.." "STANDING" 29 -0.990327934615385
"fBodyBodyAccJerkMag.std.." "STANDING" 30 -0.946639846949153
"fBodyBodyAccJerkMag.std.." "WALKING" 1 -0.103492403002105
"fBodyBodyAccJerkMag.std.." "WALKING" 2 -0.164091969449153
"fBodyBodyAccJerkMag.std.." "WALKING" 3 -0.0898519904044828
"fBodyBodyAccJerkMag.std.." "WALKING" 4 -0.320458701
"fBodyBodyAccJerkMag.std.." "WALKING" 5 -0.305685376071429
"fBodyBodyAccJerkMag.std.." "WALKING" 6 -0.0964999702982456
"fBodyBodyAccJerkMag.std.." "WALKING" 7 -0.022138358
"fBodyBodyAccJerkMag.std.." "WALKING" 8 -0.276436130125
"fBodyBodyAccJerkMag.std.." "WALKING" 9 -0.322337536730769
"fBodyBodyAccJerkMag.std.." "WALKING" 10 0.0502087634986792
"fBodyBodyAccJerkMag.std.." "WALKING" 11 -0.41744681559322
"fBodyBodyAccJerkMag.std.." "WALKING" 12 -0.013953908696
"fBodyBodyAccJerkMag.std.." "WALKING" 13 -0.113591923723684
"fBodyBodyAccJerkMag.std.." "WALKING" 14 -0.453426008983051
"fBodyBodyAccJerkMag.std.." "WALKING" 15 -0.342411927851852
"fBodyBodyAccJerkMag.std.." "WALKING" 16 -0.441447754509804
"fBodyBodyAccJerkMag.std.." "WALKING" 17 -0.211231860180328
"fBodyBodyAccJerkMag.std.." "WALKING" 18 -0.444453486071429
"fBodyBodyAccJerkMag.std.." "WALKING" 19 -0.0222869586038462
"fBodyBodyAccJerkMag.std.." "WALKING" 20 -0.0310650270227451
"fBodyBodyAccJerkMag.std.." "WALKING" 21 -0.0186734409634615
"fBodyBodyAccJerkMag.std.." "WALKING" 22 0.158286745226087
"fBodyBodyAccJerkMag.std.." "WALKING" 23 -0.0457372334118644
"fBodyBodyAccJerkMag.std.." "WALKING" 24 -0.40297998362069
"fBodyBodyAccJerkMag.std.." "WALKING" 25 -0.51900424972973
"fBodyBodyAccJerkMag.std.." "WALKING" 26 -0.268948465423729
"fBodyBodyAccJerkMag.std.." "WALKING" 27 -0.279732022017544
"fBodyBodyAccJerkMag.std.." "WALKING" 28 -0.436273009814815
"fBodyBodyAccJerkMag.std.." "WALKING" 29 -0.169506499226415
"fBodyBodyAccJerkMag.std.." "WALKING" 30 -0.366537416615385
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 1 -0.104052260726531
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 2 0.227480732542553
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 3 -0.159102288018367
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 4 -0.280426776955556
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 5 -0.089735699787234
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 6 0.15480886140625
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 7 0.107856840302128
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 8 0.134734731236842
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 9 0.0705526138333333
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 10 0.0380266696789474
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 11 -0.173661753717391
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 12 0.0420631251108696
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 13 -0.0709893839055319
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 14 0.194263424111111
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 15 0.1505077506
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 16 -0.0919623368021277
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 17 -0.236538515947826
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 18 -0.386565072363636
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 19 0.316346415348718
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 20 0.0790379799133333
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 21 0.06320531452
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 22 -0.118530349166667
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 23 0.2244805035
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 24 -0.0827554911536364
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 25 -0.502224768103448
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 26 -0.067941075972
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 27 -0.113625944990909
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 28 -0.0883598523695652
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 29 -0.0797714324854167
"fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" 30 -0.133124304612577
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 1 -0.533059853773585
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 2 -0.2604238389625
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 3 -0.48060920220339
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 4 -0.497324087307692
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 5 -0.378616675957447
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 6 -0.177734840922353
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 7 -0.497441363137255
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 8 -0.379266499780488
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 9 -0.484935752040816
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 10 -0.334365043829787
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 11 -0.513703461481481
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 12 -0.346565141730769
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 13 -0.491090809090909
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 14 -0.409847649281481
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 15 -0.391313399375
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 16 -0.51993124
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 17 -0.437383107916667
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 18 -0.587926077068965
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 19 -0.43467125
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 20 -0.280450026862745
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 21 -0.47772185
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 22 -0.151299835619048
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 23 -0.454324844901961
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 24 -0.45964779779661
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 25 -0.703433692615385
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 26 -0.393715352181818
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 27 -0.473011558823529
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 28 -0.374495907647059
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 29 -0.280583556530612
"fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" 30 -0.580878133230769
"fBodyBodyGyroJerkMag.mean.." "LAYING" 1 -0.9423669466
"fBodyBodyGyroJerkMag.mean.." "LAYING" 2 -0.990248702291667
"fBodyBodyGyroJerkMag.mean.." "LAYING" 3 -0.984278251290323
"fBodyBodyGyroJerkMag.mean.." "LAYING" 4 -0.983609073333333
"fBodyBodyGyroJerkMag.mean.." "LAYING" 5 -0.984618025769231
"fBodyBodyGyroJerkMag.mean.." "LAYING" 6 -0.953695957368421
"fBodyBodyGyroJerkMag.mean.." "LAYING" 7 -0.974117912115385
"fBodyBodyGyroJerkMag.mean.." "LAYING" 8 -0.968403945925926
"fBodyBodyGyroJerkMag.mean.." "LAYING" 9 -0.9558062546
"fBodyBodyGyroJerkMag.mean.." "LAYING" 10 -0.960976821551724
"fBodyBodyGyroJerkMag.mean.." "LAYING" 11 -0.985978837192982
